id	fecha	acto	pr	pieza	que_no_se_corrio	razon	impacto	sucesor	estado	cerrado_por	fecha_cierre
NC-0029	2026-09-08	GEN2-T10	n/a	P3(b)-2 -- nuevos R/L, ensamble E y adopciones	ningun corredor R/L nuevo, ningun ensamble E, ninguna adopcion de parametros	EJECUCION-AUTORIZADA-PARCIAL-POR-MESA-10SEP	NC-0018/NC-0019 sin cambio; el selector no mueve ninguna cifra de R, L ni E	"E03 para L y E04 para motor/adopciones; descomponer cada residual antes de cerrar || ENMIENDA FECHADA 2026-09-16 (ACTO GEN2-VIGENCIA-DEUDA-1, PROPUESTA A MESA, no decision del ejecutor): el texto de arriba NO se reescribe. E03 (cobertura vía ENCARGO GEN2-F5-COMPLETA) y E04 (cobertura vía ENCARGO GEN2-MOTOR-USOS-Y-COMPLEMENTOS) ya corrieron y se fusionaron: `grep -n ""CONSUMIDO"" forense/encargos/2026-09-10-GEN2-F5-COMPLETA.md` -> ""Estado: CONSUMIDO en PR #687"" (CALC-TRIADA-0002 sellado, 224/224, REPRODUCE/IDENTICO -- pieza L resuelta); `tail -20 forense/encargos/2026-09-10-GEN2-MOTOR-USOS-Y-COMPLEMENTOS.md` -> ""## CONSUMIDO ... PR #689"" (ADR-458 -- pieza motor resuelta). El corredor R también cerró por otra vía: NC-0018 = CERRADA (verificado hoy con `python3 -c` sobre `forense/no-corrido.tsv`). Lo que NO corrió y sigue sin producto: ""ensamble E"" -- `git grep -in ""ensamble"" -- '*.md' '*.py'` fuera de esta misma fila no encuentra ningún CALC/RESULT/acto que lo entregue. Y ""adopción de parámetros"" sigue con residuales propios y ABIERTOS hoy: NC-0085, NC-0107, NC-0111, NC-0153 (verificado con `python3 -c` sobre `forense/no-corrido.tsv`, 16/sep/2026). Esto coincide con la medición ya hecha por `forense/notas/2026-09-14-GEN2-CONCILIACION-TANDA-2-P1-tabla.md:38`, vigente sin cambios desde entonces. Sucesor propuesto: `ensamble E` (sin dueño -- abrir acto o declarar explícitamente fuera de alcance) + `NC-0085`/`NC-0107`/`NC-0111`/`NC-0153` (adopciones concretas pendientes). NC-0018/NC-0019 (corredores R/L) ya no son sucesor de esta fila -- están CERRADA."	ABIERTA		
NC-0030	2026-09-08	GEN2-T10	n/a	P3(c) -- linea en hallazgos.md que registre la adenda de mesa a T9 como derivada de la propuesta seccion Correccion material	la linea, tal como el encargo la pide (atribuir a esta propuesta el envio/fusion de la adenda), no se escribio asi -- se escribio corregida	SUSTITUIDO-POR:PR #618	"ninguna cifra de GEN2 se mueve; forense/hallazgos.md no gana una linea redundante con las que PR #618 ya escribio (NC-0026/NC-0027); el documento aplicado por P1 (verbatim, no editado -- A.3) queda con su seccion Correccion material describiendo en futuro (""sube a T9 como adenda"") una regla que el arbol ya tiene desde PR #618 -- no se edita in situ, se senala aqui"	ninguno vivo -- la correccion es esta misma fila y la linea de hallazgos.md que la acompana	CERRADA	esta misma fila (ACTO GEN2-T10)	2026-09-08
NC-0031	2026-09-08	GEN2-T10	n/a	P5/A.14 -- rama del acto con el rotulo (convencion: crear una rama nombrada por el rotulo del acto, fusionarla o borrarla al cerrar)	se trabajo sobre claude/new-session-xhtzkj (la rama que el entorno de ejecucion -- Claude Code Remote -- asigna a esta sesion), no sobre una rama nueva nombrada por el rotulo del acto	DECISIÓN-DE-MESA-PENDIENTE	la politica de cero ramas (A.14) no se ejecuta con su mecanica normal (fusionar/borrar la rama propia del acto) porque la rama es la que el entorno de sesion asigna y sus instrucciones prohiben empujar a otra sin permiso explicito; ningun contador GEN2 se mueve por esto	mesa decide, en el merge, si acepta esta rama o pide reabrir el acto bajo una rama con el rotulo GEN2-T10	CERRADA	ACTO GEN2-TRAMITE-FIRMAS-1 (firma D-6, propagacion de un plumazo)	2026-09-08
NC-0032	2026-09-08	AUTO-DIGESTO-1	n/a	P4 demostracion (tests/test_digesto_nc.py + digesto real)	demostracion periodica publicada por una rutina real (/tramite en produccion, varios dias distintos con commits separados en el tiempo)	NO-VERIFICABLE-AQUI	el contrato P1-P3 y los 14 casos de test_digesto_nc.py ya cubren salto de dias y dos publicaciones el mismo dia sobre fixtures; falta solo la corroboracion en produccion real	tramite (rutina diaria)	CERRADA	ACTO MESA-CONCILIACION-E01: repeticion real acreditada en commits f0f6bb7 (2026-09-09T13:30:29-06:00) y fe5d131 (2026-09-10T14:00:17Z); no prueba cron ininterrumpido.	2026-09-10
NC-0033	2026-09-08	AUTO-DIGESTO-1	n/a	P2 caso de aceptacion (SHA corto ambiguo)	referencia historica con SHA corto ambiguo -- ningun caso real hoy en el arbol	NO-VERIFICABLE-AQUI	ninguno: _git_rev_parse rechaza y no adivina, mismo camino que SHA no recuperable ya testeado	mesa (revisitar si algun dia el arbol real produce dos commits con el mismo prefijo corto en forense/digesto/)	CERRADA	PR-GEN2-TRAMITE-FIRMAS-3	2026-09-21
NC-0034	2026-09-08	GEN2-T11	n/a	P3 -- reserva minima anticipada por el encargo: 3 ramas de rutina sin fusionar (D-B)	la reserva no aplica: censo/2026-09-08, claude/tramite-2026-09-08 y claude/revisa-post-hoc-614 ya estaban fusionadas (PR #617, #619, #616) antes de que este acto arrancara	PARO-PREMISA -- la premisa (D-B pendiente) dejo de sostenerse contra el arbol real; mesa ya la habia resuelto por fuera de este acto	ninguno -- la seccion I del digesto que P1 repara muestra huellas reales de despacha/tramite en la ventana de 7 dias, no SIN HUELLA por rama-sin-fusionar como el encargo temia	SIN-ASIGNAR -- ya resuelto por mesa, no requiere sucesor	CERRADA	esta misma fila (ACTO GEN2-T11)	2026-09-08
NC-0035	2026-09-08	GEN2-T11	n/a	P5/A.14 -- rama del acto con el rotulo (convencion: crear una rama nombrada por el rotulo del acto, fusionarla o borrarla al cerrar)	se trabajo sobre claude/new-session-uqptgt (la rama que el entorno de ejecucion -- Claude Code Remote -- asigna a esta sesion), no sobre una rama nueva nombrada por el rotulo del acto -- mismo patron exacto que NC-0031 de ACTO GEN2-T10	DECISIÓN-DE-MESA-PENDIENTE -- las instrucciones de esta sesion prohiben empujar a otra rama sin permiso explicito del operador	la politica de cero ramas (A.14) no se ejecuta con su mecanica normal (fusionar/borrar la rama propia del acto con el rotulo GEN2-T11); ningun contador GEN2 se mueve por esto	mesa decide, en el merge, si acepta esta rama o pide reabrir el acto bajo una rama con el rotulo GEN2-T11 -- mismo sucesor que NC-0031	CERRADA	"ACTO GEN2-CIERRES-CON-CITA (re-verificado): `git log --all --oneline --grep=""pull request #624""` y `--grep=""pull request #628""` -> ambos fusionados (`7e2a608` PR #624 GEN2-T11, `a37384f` PR #628 RUTINAS-2); el merge sobre la rama asignada por el entorno es la firma de mesa que la fila pedia -- ninguna objecion registrada desde. La rama del acto queda aceptada tal cual corrio, no reabierta."	2026-09-09
NC-0036	2026-09-08	GEN2-TRAMITE-FIRMAS-1	n/a	P5(d) -- fusion de la nota claude/revisa-post-hoc-619 (mejora ya propuesta por el REVISA de PR #619) a despacha.md	la fusion de esa rama/PR no se ejecuto en este acto	DECISIÓN-DE-MESA-PENDIENTE	ninguno -- la mejora concreta (re-verificacion del candado antes de escribir la huella) ya quedo instalada en despacha.md por este mismo acto; lo que falta es solo el clic de mesa que fusiona o cierra PR #621	mesa (merge o cierre de PR #621)	CERRADA-DESISTIDA	"ACTO GEN2-CIERRES-CON-CITA (re-verificado): `git ls-remote --heads origin | grep -i revisa-post-hoc-619` -> 0 lineas (rama ya no existe en el remoto); `git log --all --grep=""revisa-post-hoc-619""` -> 0 commits; `git log --all --oneline --grep=""pull request #621""` -> 0 commits (nunca fusiono). PR #621 se cerro sin fusionar -- CERRADA-DESISTIDA. La mejora concreta que proponia (re-verificacion del candado antes de escribir la huella) ya vive en `.claude/commands/despacha.md` (instalada por ACTO GEN2-TRAMITE-FIRMAS-1, no por esta rama), asi que no queda huerfano: nada que absorber, la rama se descarto porque su contenido ya entro por otra via."	2026-09-09
NC-0037	2026-09-08	GEN2-TRAMITE-FIRMAS-1	#693	P3(c) -- las 10 filas VIVAS del cruce FP-343/FP-286 (HOMESCAN, PANEL_DE_COMPRA_DE_HOGARES, REGISTRO_DE_TANDAS_Y_REPUTACION, REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES, ENAFIN, PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND, OECD, PI, EXT_OF_07_CATALOGO_PROVEEDORES_S1_S3_S6, INEGI_CNGF)	no existe ledger mexicano abierto de grupos, turnos y pagos que permita estimar tasa de incumplimiento; la via comercial sigue diferida por D18	MEDICION-ACADEMICA-Y-PANEL-REALIZADOS; LEDGER-NO-LOCALIZADO; VIA-COMERCIAL-DIFERIDA-POR-D18	CALC-TANDAS-ENNVIH-0001 mide prevalencias por ola; CALC-TANDAS-ENNVIH-PANEL-0001 acredita crosswalk y attrition y mide panel observado: permanencia 24.54% y entrada 7.32% en 2002->2005-06 (ponderadas), permanencia 29.87% y entrada 9.27% en 2005-06->2009-12 (no ponderadas); no son tasas anuales, de incumplimiento ni poblacionales de Mexico	residual panel resuelto; reexaminar ledger o comercio solo ante propuesta concreta y decision de mesa || REASIGNADO 21/sep/2026 (GEN2-TRAMITE-FIRMAS-3, firma B5): mesa PRODUCTO-DINERO	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-0038	2026-09-08	RUTINAS-2	n/a	P5	sustituir los textos de pantalla de la cuenta de Claude por los del documento companero 05-PANTALLAS-RUTINAS-CONFIGURACION.md	FUERA-DE-PERIMETRO || CIERRE 21/sep/2026 (GEN2-TRAMITE-FIRMAS-3, firma §2 B2 «ya no aplica»).	la cuenta de Claude sigue con los textos de pantalla anteriores hasta que operador/mesa los sustituya; ningun contador del repo se mueve	DIFERIDO-A:mesa/operador	CERRADA	PR-GEN2-TRAMITE-FIRMAS-3	2026-09-21
NC-0039	2026-09-08	RUTINAS-2	n/a	P5	archivar el documento companero 05-PANTALLAS-RUTINAS-CONFIGURACION.md en el repo	FUERA-DE-PERIMETRO || CIERRE 21/sep/2026 (GEN2-TRAMITE-FIRMAS-3, firma §2 B2 «ya no aplica»).	T03 reporta cita a archivo ausente (WARN nuevo contra tests/baseline.json, sin --freeze)	DIFERIDO-A:mesa/operador	CERRADA	PR-GEN2-TRAMITE-FIRMAS-3	2026-09-21
NC-0040	2026-09-08	RUTINAS-2	n/a	P4	demostrar una consulta real corroborada de comentarios marcados MM-REVISA:v2 y PR [REVISA] via gh/API GitHub desde esta sesion	NO-VERIFICABLE-AQUI	seccion J del digesto sigue reportando por huella local (notas+ramas), no por comentario real corroborado	DIFERIDO-A:tramite	CERRADA	ACTO MESA-CONCILIACION-E01: forense/rutinas.tsv acredita consulta API real de comentarios MM-REVISA:v2 y PR [REVISA], con identidad pr/head/main/body_sha256 y fecha de consulta.	2026-09-10
NC-0041	2026-09-08	RUTINAS-2	n/a	Validacion y cierre	revisar el veredicto historico de PR #621 bajo el criterio de observacion corregido de P1	DECISIÓN-DE-MESA-PENDIENTE	#621 no se reabre ni se modifica; su veredicto queda como estaba	DIFERIDO-A:mesa	CERRADA	ACTO MESA-CONCILIACION-E01, D20: relectura acotada del fundamento temporal de PR #621 bajo RUTINAS-2 P1; huella historica se juzga por fecha/SHA y compuerta vigente se rederiva. Veredicto original intacto; PR #619/#621 no reabiertos.	2026-09-10
NC-0042	2026-09-08	GEN2-E5-0	n/a	medidor.py de los tres CALC -- escrito y NO ejecutado	los tres data/corrida0/CALC-000{1,2,3}/medidor.py se escribieron en este acto y no se corrieron en el: E5-0 tiene prohibido abrir microdato. Lo verificado es el CABLEADO (juego de claves de medir() == ids declarados, y tipos) con fixture SINTETICO en memoria, sin tocar ningun payload	NO-VERIFICABLE-AQUI	PRE-FLIGHT: VERDE certifica la DECLARACION (esquema de spec, identidad de inputs, arbol limpio), NO la correccion numerica del medidor; nadie debe leer el VERDE como validacion del calculo || CIERRE (ACTO GEN2-E5, 8/sep/2026): los TRES medidor.py se ejecutaron contra microdato real. CALC-0001 y CALC-0002 corrieron y SELLARON (54 y 29 RESULT); CALC-0003 se ejecuto y FALLO con MergeError antes de sellar -- ejecutado tambien, y su defecto queda medido en FP-355/NC-0044. La reserva era 'escrito y NO ejecutado' y ya no aplica a ninguno	ACTO GEN2-E5 -- su corrida es la primera ejecucion real de los tres medidores	CERRADA	#631	2026-09-08
NC-0043	2026-09-08	GEN2-E5-0	n/a	escritura de `S13 v1.1` (ruta (b) del encargo)	no se escribio: la ruta (b) esta condicionada a que exista desenlace comparable al de la corrida 2004 en alguna ola >=2019, y no existe en ninguna de las tres (verificado contra codebook completo, 0 aciertos sobre 678 variables con etiqueta en 3 archivos)	EJECUCION-DOCUMENTAL-AUTORIZADA-POR-D15	R10.3 no gana segunda medicion; veredicto_D2h queda NO-CONSTRUIBLE y la clausula D2-h sigue sin ola que la dispare. Ningun tier se mueve	E06: conservar R10.3 historica y documentar que la clausula no es evaluable con 2019/2021/2023	CERRADA	ACTO GEN2-SOCIALES-SUCESORAS: S13 v1.1 conserva 2004 y R10.3 [FUERTE], acota la ausencia a 2019/2021/2023 y fija reexamen solo ante fuente nueva con pregunta original o decision explicita sobre otro estimando; consumidor corregido sin afirmar replica	2026-09-10
NC-0044	2026-09-08	GEN2-E5	#631	«Por CALC, en orden: preflight -> run -> verify -> COMMIT-2» -- la pieza CALC-0003	"CALC-0003 no sello: `run` fallo con MergeError contra el dato real (c_portad.dta trae 3 filas totalmente vacias; _llave las vuelve <NA>, duplicated cuenta NA==NA y validate=m:1 levanta). Tampoco nacio aqui el id sucesor con `sucesor_de` que el encargo contempla: escribir un spec.yaml nuevo es sustancia metodologica de la clase de E5-0, esta fuera del perimetro de este acto (""No toca specs, spec.yaml"") y el encargo dice que este acto ""no decide nada"""	PARO-PREMISA	N_corridas_selladas se queda en 2 de 3 y N_resultados_sellados en 83 en vez de 83+128. S6-L16 v1.2 no gana medicion. El diagnostico completo (causa raiz, tabla de unicidad de las 11 tablas, y que la guardia del propio medidor mide el caso sin gatearlo) queda en la nota §3 para que el sucesor no lo repita	acto sucesor que haga nacer el id sucesor de CALC-0003 con `sucesor_de` -- FP-355	CERRADA	ACTO GEN2-E5-1 (PR #634): nace CALC-0003-v2 con `repite_de: CALC-0003`, SELLADA (128 RESULT, verify REPRODUCE 128/128); CALC-0003 queda SUPERADO->CALC-0003-v2 con sus bytes intactos. La premisa de la fila se corrige: las «3 filas totalmente vacias» no existen (cero con las 11 columnas vacias); son 3 filas sin LLAVE de join con 8 de 11 columnas con dato	2026-09-08
NC-0045	2026-09-08	GEN2-E5	#631	Contador: «N_corridas_selladas 0->3, N_resultados_sellados 0->k»	los contadores siguen en 0 con dos CALC sellados. NO es fallo de cableado: los tres spec.yaml congelados por E5-0 declaran etiquetas.cuenta_gen2 = PENDIENTE-DE-MESA, y ese valor sobrevive hasta que mesa firme una fila en data/corrida0/decisiones.tsv (precedencia 1, D-1). Este acto no la escribe: falsificaria una firma de mesa y decisiones.tsv esta fuera de su perimetro	DECISIÓN-DE-MESA-PENDIENTE	N_resultados_gen2_sellados sigue en 0. Control positivo con la firma simulada en memoria y nada escrito: 0->2 corridas, 0->83 resultados, 0->5 pendientes de adopcion. Las 83 cifras GEN2 ya estan selladas en el arbol; lo que falta es que cuenten	mesa: dos filas cuenta_gen2=SI en decisiones.tsv -- FP-356	CERRADA	ACTO GEN2-FIRMA-CONTADOR	2026-09-08
NC-0046	2026-09-08	GEN2-E5	#631	«T-REPRO pasa de WARN a FAIL (tests/check.py) ... con linea base que congela GEN1»	el cambio SI se hizo (18 warn -> fail, etiqueta [aviso] retirada, dos falsadores de tests/test_corrida0.py migrados al canal FAIL, suite en LINEA BASE VERDE), pero el FAIL no se ha EJERCIDO sobre una cadena GEN2 real: mientras no exista la firma de NC-0045, los ramales (a)(b)(c) y (11.1) de T35 siguen con universo vacio. El unico ramal con universo hoy es (11.2), inmutabilidad estructural, que si cubre los dos sellos nuevos	DECISIÓN-DE-MESA-PENDIENTE	T35 es FAIL de nombre pero sin universo GEN2 que vigilar; el limite queda declarado en el propio comentario del test, no solo en la nota. El dia que mesa firme, el test gana universo sin tocar codigo	el mismo de NC-0045 -- FP-356	CERRADA	ACTO GEN2-FIRMA-CONTADOR	2026-09-08
NC-0047	2026-09-08	GEN2-E5	#631	COMPUERTA del cuerpo: «caja limpia (`limpia_arbol --reporta` vacio)»	no se cumplio y no es cumplible desde el ejecutor. El reporte da 11 worktrees vivos, 9 ramas locales ya fusionadas y 1 rama remota fuera_de_politica (claude/new-session-98j16e), todas AJENAS a esta sesion, y /acto §1.0.d prohibe expresamente decidir su borrado desde aqui (--aplica es E4/Fase IV y hoy sale con codigo 2). Ademas la clausula es literalmente inalcanzable: el reporte nunca sale vacio, siempre imprime al menos el worktree en curso	NO-VERIFICABLE-AQUI	una de las siete clausulas del GO por producto queda sin cumplir; las otras seis si se re-derivaron y pasaron. Mismo limbo que E5-0 ya habia declarado y que quedo sin sucesor asignado	mesa: o E4/Fase IV limpia el remoto, o la clausula se reescribe acotada a las ramas del propio acto -- SIN-ASIGNAR	CERRADA	ACTO GEN2-E5-1 (PR #634): la clausula pasa a «sin arboles ni ramas fuera de politica propios de este acto; lo ajeno se reporta con conteo y no bloquea», con la firma de mesa verbatim, en los dos encargos de cola que la traian como compuerta. Control positivo de que era incumplible: el reporte lista 12 worktrees -- uno es el del acto que evalua la compuerta -- y marca fuera_de_politica la rama del PROPIO acto. Reserva NC-0050: la version maestra conserva el texto viejo	2026-09-08
NC-0048	2026-09-08	GEN2-E5-1	#634	«P5 · delta -- la primera comparacion GEN2<->GEN1, despues de medir y por script (E.1)»	El componente mecanico queda resuelto por ACTO GEN2-DELTA-COMPARACION-EXPLICITA: `corrida0 delta` ejecuta B-7 con parejas, hashes, uso y contrato cientifico explicitos. El componente historico de esta fila sigue sin poder correrse sobre «los 211»: no existe correspondencia declarada por identidad para ese universo y `valor_legacy`/`delta_legacy` siguen siendo NO-COMPARABLE por contrato; el comando no infiere parejas ni rellena esas columnas.	PARO-PREMISA-PARCIALMENTE-RESUELTA	Tres pares acreditados producen dos deltas y una ruptura; eso no responde si los 211 RESULT coinciden con GEN1. `diferencias_materiales` permanece intacto y cero no significa ausencia de diferencias.	"Declarar, por cada comparacion historica adicional, consumidor/uso, fuente legacy anterior a adopcion, CALC+RESULT sellado y correspondencia de ocho dimensiones; correr el contrato GEN2-DELTA-1. La materialidad requiere ademas criterio sustantivo citado. || ENMIENDA FECHADA 2026-09-16 (ACTO GEN2-VIGENCIA-DEUDA-1, PROPUESTA A MESA, no decision del ejecutor): el texto de arriba NO se reescribe. Medido hoy: ACTO GEN2-RELEVO-USOS-1 (commit a7255e0, 15/sep/2026) ya corrio el contrato GEN2-DELTA-1 (tools/relevo_usos.py, VERSION_CONTRATO en tools/delta_comparacion.py:28) exactamente en la forma que este sucesor pedia -- `wc -l forense/relevo-usos/relevo-usos-delta.tsv` = 28 filas = 27 pares con consumidor/uso, fuente legacy, CALC+RESULT sellado y las ocho dimensiones (comparabilidad DEMOSTRADA en 24, INFORMACION-INSUFICIENTE en 3; 4 con MATERIALIDAD-MATERIAL). Pero son 27 de los 211 RESULT historicos (confirmado por la propia nota de cierre, forense/notas/2026-09-15-GEN2-RELEVO-USOS-1-cierre.md, seccion ""## NC-0048""), y `data/corrida0/resultados.tsv` sigue con `delta_legacy`='NO-COMPARABLE' en las 5239 filas de datos hoy (Counter verificado por script), sin escritura de vuelta. El bloqueador original (""no existe correspondencia declarada por identidad para ese universo"") ya NO es cierto en general -- el generador existe, corre y reproduce -- pero si sigue vigente para el resto del universo y para la columna valor_legacy/delta_legacy. Sucesor propuesto: extender tools/relevo_usos.py --escribe / corrida0 delta al resto de los pares declarando pin de RESULT o identidad de poblacion (continuando la linea de NC-0215/NC-0243/NC-0244), y solo entonces escribir valor_legacy/delta_legacy en data/corrida0/resultados.tsv para los pares resueltos."	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
